Country_Region,2022/09/01,2022/09/02,2022/09/03,2022/09/04,2022/09/05,2022/09/06,2022/09/07,2022/09/08,2022/09/09,2022/09/10,2022/09/11,2022/09/12,2022/09/13,2022/09/14,2022/09/15,2022/09/16,2022/09/17,2022/09/18,2022/09/19,2022/09/20,2022/09/21,2022/09/22,2022/09/23,2022/09/24,2022/09/25,2022/09/26,2022/09/27,2022/09/28,2022/09/29,2022/09/30
New Zealand,1751273,1753084,1754185,1755585,1757730,1759635,1761359,1762898,1764375,1765347,1766576,1768588,1768590,1768592,1768592,1768593,1768593,1768593,1776162,1776163,1776163,1776163,1776163,1776163,1776163,1785945,1785945,1785945,1785945,1785945
Nicaragua,14931,14931,14931,14931,14931,14931,14931,14931,14931,14931,14931,14990,14990,14990,14990,14990,14990,14990,14990,15021,15021,15045,15045,15045,15045,15045,15045,15070,15070,15070
Niger,9343,9352,9357,9357,9364,9366,9366,9372,9374,9377,9377,9384,9385,9388,9388,9390,9394,9395,9395,9395,9395,9395,9395,9395,9395,9395,9395,9405,9405,9405
Nigeria,263694,263694,263867,263867,263867,264014,264014,264299,264299,264299,264450,264450,264617,264617,264744,264744,264933,264933,264933,265008,265008,265090,265090,265186,265186,265186,265316,265316,265382,265382
North Macedonia,340510,340695,340695,340695,340948,341127,341261,341370,341404,341404,341404,341583,341748,341889,341986,342075,342075,342075,342248,342323,342413,342469,342519,342519,342519,342615,342696,342775,342880,342961
Norway,1460246,1460366,1460405,1460431,1460554,1460659,1460759,1460826,1460930,1460970,1460995,1461119,1461206,1461296,1461388,1461461,1461488,1461513,1461593,1461667,1461744,1461810,1461884,1461913,1461945,1462050,1462164,1462238,1462318,1462408
Oman,397846,397846,397846,397846,397984,397993,397993,397993,397993,397993,397993,397993,397993,397993,397993,397993,397993,397993,397993,397993,397993,397993,397993,397993,397993,397993,397993,398424,398424,398424
Pakistan,1569076,1569076,1569076,1569076,1570304,1570304,1570636,1570636,1570796,1571091,1571196,1571295,1571295,1571530,1571530,1571732,1571732,1571894,1571894,1571894,1571894,1571894,1572269,1572269,1572316,1572316,1572410,1572410,1572410,1572598
Palau,5348,5403,5403,5403,5403,5403,5403,5403,5430,5430,5430,5430,5430,5430,5430,5430,5445,5445,5445,5445,5445,5445,5445,5460,5460,5460,5460,5460,5460,5460
Panama,978181,978181,978181,978181,981822,981822,981822,981822,981822,981822,981822,984234,984234,984234,984234,984234,984234,984234,985814,985814,985814,985814,985814,985814,985814,986866,986866,986866,986866,986866
Papua New Guinea,44887,44887,44887,44887,44894,44896,44900,44900,44900,44900,44900,44915,44915,44922,44931,44931,44931,44931,44937,44942,44954,44954,44959,44959,44959,44981,44981,44988,44997,44997
Paraguay,715162,715569,715569,715569,715569,715569,715569,715569,715806,715806,715806,715806,715806,715806,715806,716009,716009,716009,716009,716009,716009,716009,716059,716059,716059,716059,716059,716059,716059,716543
Peru,4103874,4111045,4113567,4115117,4115878,4117246,4118792,4121036,4123435,4125208,4126021,4126462,4127612,4128680,4130040,4131137,4131996,4132687,4132687,4132687,4137314,4138979,4140129,4140874,4141241,4141410,4142104,4142104,4143085,4144416
Philippines,3883957,3886395,3889160,3891418,3893573,3894840,3896541,3898882,3901033,3904133,3906269,3908295,3909772,3911487,3913536,3916162,3918329,3920693,3923727,3925326,3927120,3929819,3932155,3934778,3938203,3940201,3941656,3943153,3945566,3948040
Poland,6180224,6183676,6186948,6187450,6187928,6193765,6198213,6202436,6206985,6211955,6212603,6213262,6221132,6227259,6233117,6238544,6243975,6244650,6245370,6253044,6258678,6263616,6268049,6272576,6273317,6274048,6280530,6285403,6289672,6293558
Portugal,5420140,5425891,5425891,5425891,5429340,5433073,5435782,5438351,5440953,5440953,5440953,5444993,5448713,5451798,5454001,5456778,5456778,5456778,5461888,5466249,5469808,5472957,5476059,5476059,5476059,5480864,5481669,5484946,5490639,5493540
Qatar,429963,430484,430945,431519,432202,432846,433531,434153,434714,435192,435890,436820,437709,438499,439287,440060,440580,441445,442389,443303,444174,445027,445749,446277,446277,447133,448750,449602,450448,451168
Romania,3221984,3224382,3226207,3227188,3228364,3231240,3233467,3235527,3237590,3239392,3240298,3241772,3244886,3247140,3249108,3249108,3252363,3253082,3254049,3256352,3257997,3259328,3260555,3261614,3262053,3262909,3264771,3266196,3267370,3268562
Russia,19293663,19343942,19394864,19442127,19483167,19521190,19568544,19618428,19669848,19722556,19774711,19820622,19864164,19915400,19970827,20029220,20086979,20143127,20192164,20238236,20290869,20343828,20396766,20447507,20493730,20533598,20569954,20609684,20648073,20684948
Rwanda,132443,132448,132449,132453,132455,132458,132466,132471,132472,132472,132472,132474,132475,132478,132480,132481,132483,132486,132486,132521,132521,132521,132521,132521,132521,132495,132496,132496,132498,132500
Saint Kitts and Nevis,6515,6517,6517,6517,6517,6524,6524,6524,6524,6524,6524,6532,6532,6536,6541,6541,6541,6541,6541,6541,6543,6543,6543,6543,6543,6543,6543,6543,6544,6544
Saint Lucia,28775,28832,28894,28894,28894,28894,28894,28894,28894,28894,28894,28894,28894,28959,28959,28959,28959,28959,28959,28959,28959,28959,28959,28959,29408,29408,29408,29408,29408,29408
Saint Vincent and the Grenadines,9429,9430,9430,9430,9430,9430,9430,9430,9430,9430,9430,9446,9446,9446,9446,9446,9446,9446,9446,9448,9448,9448,9448,9448,9448,9448,9448,9448,9448,9448
Samoa,15839,15839,15839,15839,15839,15839,15839,15839,15839,15889,15889,15889,15889,15889,15889,15889,15889,15889,15889,15889,15925,15925,15925,15925,15925,15925,15925,15925,15925,15925
San Marino,20385,20398,20398,20398,20412,20438,20456,20456,20486,20486,20486,20500,20533,20540,20552,20552,20552,20552,20567,20593,20607,20628,20646,20646,20646,20671,20729,20753,20763,20793
Sao Tome and Principe,6153,6153,6153,6153,6177,6177,6177,6177,6177,6177,6177,6193,6193,6193,6193,6193,6193,6193,6193,6209,6209,6209,6209,6209,6209,6230,6230,6230,6230,6230
Saudi Arabia,813542,813616,813682,813764,813878,813986,814088,814192,814278,814356,814465,814597,814722,814829,814937,815035,815097,815195,815326,815431,815529,815609,815686,815743,815839,816000,816130,816262,816389,816498
Senegal,88098,88102,88102,88102,88132,88132,88153,88153,88172,88172,88172,88199,88224,88230,88230,88230,88230,88268,88268,88299,88299,88318,88324,88324,88324,88339,88355,88373,88373,88398
Serbia,2286511,2289516,2292170,2294006,2297227,2300688,2304039,2307305,2310601,2313346,2315536,2318677,2321849,2324719,2327601,2330341,2332509,2333969,2336368,2338834,2341269,2343470,2345665,2347506,2349040,2351526,2354273,2356982,2359530,2361738
Seychelles,46081,46081,46081,46081,46081,46175,46175,46175,46175,46175,46175,46358,46358,46358,46358,46358,46358,46358,46358,46358,46358,46358,46358,46358,46358,46358,46358,46358,47141,47141
Sierra Leone,7747,7747,7747,7747,7747,7749,7749,7749,7749,7749,7749,7749,7749,7750,7750,7750,7750,7750,7750,7751,7751,7751,7751,7751,7751,7751,7751,7751,7751,7751
Singapore,1841288,1843236,1844785,1846094,1847270,1850015,1852286,1854455,1856673,1858497,1859937,1861390,1864742,1867168,1869591,1871900,1873747,1875275,1876584,1879806,1882314,1884859,1887202,1889544,1891341,1892947,1897307,1900761,1904192,1907907
Slovakia,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2614381,2614850,2614999,2615778,2616071,2616213,2617274,2618312,2619156,2619905,2620636,2620982,2621147,2622211,2623345,2624386,2625317
Slovenia,1128269,1129551,1130856,1131342,1131747,1134394,1136236,1138346,1139987,1142042,1142670,1143235,1146802,1149364,1151774,1153964,1156307,1157071,1157703,1161178,1163631,1166064,1168036,1170202,1170936,1171695,1175643,1178415,1181073,1183392
Solomon Islands,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544
Somalia,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27197,27197,27197,27197,27197,27197,27207,27207,27207,27207,27207,27207,27207,27207,27214,27214,27214,27214
South Africa,4012239,4012485,4012653,4012812,4012920,4012920,4013446,4013721,4014050,4014277,4014405,4014485,4014724,4014986,4015347,4015626,4015880,4015880,4016157,4016157,4016460,4017011,4017163,4017163,4017552,4017788,4018102,4018102,4018769,4019077
South Sudan,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823
Spain,13342530,13352019,13352019,13352019,13352019,13358364,13358722,13358722,13367647,13367647,13367647,13367647,13374116,13374116,13374116,13384876,13384876,13384876,13384876,13393196,13393196,13393196,13403502,13403502,13403502,13403502,13412263,13412263,13412263,13422984
Sri Lanka,670018,670077,670127,670176,670218,670251,670297,670341,670376,670408,670444,670471,670501,670519,670519,670570,670583,670596,670617,670641,670655,670668,670685,670694,670694,670718,670732,670749,670763,670773
Sudan,63228,63228,63228,63228,63266,63270,63270,63270,63270,63270,63270,63275,63275,63275,63275,63275,63275,63275,63285,63285,63285,63285,63285,63285,63285,63285,63285,63285,63285,63285
Summer Olympics 2020,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865
Suriname,81039,81039,81039,81039,81039,81039,81057,81057,81057,81057,81057,81057,81078,81078,81078,81078,81078,81078,81078,81099,81099,81099,81099,81099,81099,81099,81106,81106,81106,81106
Sweden,2569152,2569152,2569152,2569152,2569152,2569152,2569152,2573548,2573548,2573548,2573548,2573548,2573548,2573548,2578521,2578521,2578521,2578521,2578521,2578521,2578521,2583370,2583370,2583370,2583370,2583370,2583370,2583370,2588441,2588441
Switzerland,4045011,4045011,4045011,4045011,4045011,4059532,4059532,4059532,4059532,4059532,4059532,4059532,4073348,4073348,4073348,4073348,4073348,4073348,4073348,4087087,4087087,4087087,4087087,4087087,4087087,4087087,4103959,4103959,4103959,4103959
Syria,57058,57069,57069,57085,57098,57114,57129,57129,57144,57144,57166,57172,57189,57197,57207,57211,57211,57220,57227,57227,57253,57261,57265,57265,57272,57280,57284,57288,57299,57302
Taiwan*,5342106,5375883,5408641,5442981,5467059,5503725,5544974,5580027,5614227,5650028,5682133,5707688,5754683,5804343,5849748,5891355,5930927,5970438,5998860,6043539,6090373,6132794,6172769,6211093,6250051,6278794,6324578,6373121,6417941,6461400
Tajikistan,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786
Tanzania,38712,38712,38712,38712,38951,38951,39168,39168,39168,39168,39168,39168,39168,39253,39253,39253,39253,39253,39253,39253,39341,39341,39341,39341,39341,39341,39341,39341,39440,39440
Thailand,4654969,4656911,4658542,4659902,4660964,4662569,4664156,4665347,4666453,4667546,4668244,4668863,4670184,4671309,4672146,4672910,4673387,4673629,4674403,4675532,4675532,4677090,4677697,4678352,4678671,4679022,4679022,4680470,4681309,4682132
Timor-Leste,23176,23179,23179,23179,23189,23195,23204,23204,23204,23217,23217,23220,23227,23232,23237,23239,23239,23239,23242,23245,23247,23247,23248,23248,23248,23253,23253,23253,23253,23257
Togo,38500,38517,38530,38546,38546,38564,38564,38581,38590,38614,38639,38649,38657,38678,38678,38703,38741,38741,38780,38804,38864,38864,38901,38925,38963,38987,38987,39007,39034,39053
Tonga,15235,15805,15805,15805,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182
Trinidad and Tobago,179248,179457,179683,179886,180008,180310,180549,180549,180972,181206,181320,181421,181567,181749,181903,182043,182144,182247,182306,182480,182597,182597,182597,182597,182597,182597,182597,182597,183181,183181
Tunisia,1143862,1143862,1143862,1143862,1143862,1144824,1144824,1144824,1144824,1144824,1144824,1144824,1145163,1145163,1145163,1145163,1145163,1145163,1145163,1145345,1145345,1145345,1145345,1145345,1145345,1145345,1145686,1145686,1145686,1145686
Turkey,16671848,16751868,16751868,16797750,16797750,16797750,16797750,16797750,16797750,16797750,16829941,16852382,16852382,16852382,16852382,16852382,16852382,16852382,16852382,16852382,16852382,16852382,16852382,16873793,16873793,16873793,16873793,16873793,16873793,16873793
Tuvalu,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
US,94659168,94723808,94735296,94742779,94776454,94888901,95012873,95120095,95220855,95231015,95240059,95309449,95389122,95492323,95575960,95632196,95640767,95646258,95701949,95771211,95869575,95950646,96033930,96043688,96050433,96095985,96157033,96243578,96328114,96361678
Uganda,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396
Ukraine,5341445,5342118,5342895,5343674,5344324,5360956,5361560,5362294,5362980,5363758,5364432,5365009,5365512,5366011,5390574,5391216,5391762,5392365,5392816,5393218,5393630,5394128,5431208,5431736,5432271,5432591,5432840,5433127,5477614,5478025
United Arab Emirates,1015879,1016324,1016745,1017145,1017543,1017954,1018381,1018779,1019213,1019625,1020025,1020412,1020789,1021191,1021625,1022066,1022538,1022960,1023349,1023719,1024085,1024457,1024845,1025213,1025568,1025910,1026244,1026566,1027031,1027502
United Kingdom,23738035,23738080,23738080,23738080,23738094,23738136,23738788,23771539,23771555,23771661,23771664,23771943,23771949,23772128,23803140,23803434,23803452,23803472,23803483,23803528,23804110,23840859,23841178,23842038,23842038,23842038,23842049,23842451,23893351,23893361
Uruguay,979160,979160,979160,979160,981186,981186,981186,981186,981186,981186,981186,982846,982846,982846,982846,982846,982846,982846,984152,984152,984152,984152,984152,984152,984152,985422,985422,985422,985422,985422
Uzbekistan,243815,243830,243830,243830,243863,243879,243893,243893,243893,243893,243893,243970,243981,243993,244006,244023,244023,244023,244060,244072,244084,244105,244120,244120,244120,244160,244173,244186,244199,244218
Vanuatu,11825,11836,11836,11836,11864,11892,11902,11902,11908,11908,11908,11921,11921,11930,11930,11937,11937,11937,11950,11950,11950,11950,11950,11950,11950,11950,11950,11950,11950,11950
Venezuela,542508,542508,542874,542874,542952,543123,543204,543204,543204,543759,543811,543832,543832,543930,544057,544090,544090,544210,544248,544270,544310,544310,544355,544450,544450,544531,544620,544687,544687,544803
Vietnam,11414359,11415907,11417503,11418894,11421055,11424754,11428632,11431823,11435472,11437970,11439613,11441626,11444927,11448034,11450999,11454079,11456558,11458449,11460227,11463404,11465691,11467619,11470164,11471340,11472301,11473733,11475321,11476908,11477886,11479356
West Bank and Gaza,702332,702332,702332,702332,702332,702591,702591,702591,702591,702591,702591,702591,702591,702591,702768,702768,702768,702768,702768,702768,702768,702768,702768,702768,702768,702768,702768,702768,702768,702768
Winter Olympics 2022,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535
Yemen,11926,11926,11926,11931,11931,11931,11931,11932,11932,11932,11932,11932,11932,11932,11932,11932,11932,11932,11932,11932,11932,11934,11934,11935,11935,11935,11935,11935,11935,11935
Zambia,332822,332822,332822,333074,333086,333124,333150,333180,333204,333220,333229,333234,333274,333313,333337,333363,333375,333382,333387,333387,333439,333439,333439,333439,333439,333439,333503,333503,333531,333531
Zimbabwe,256738,256744,256755,256763,256769,256782,256825,256834,256859,256870,256870,256888,256904,256939,256939,256939,256988,256996,257090,257156,257156,257259,257289,257318,257340,257342,257376,257409,257409,257465
