Country_Region,2022/10/01,2022/10/02,2022/10/03,2022/10/04,2022/10/05,2022/10/06,2022/10/07,2022/10/08,2022/10/09,2022/10/10,2022/10/11,2022/10/12,2022/10/13,2022/10/14,2022/10/15,2022/10/16,2022/10/17,2022/10/18,2022/10/19,2022/10/20,2022/10/21,2022/10/22,2022/10/23,2022/10/24,2022/10/25,2022/10/26,2022/10/27,2022/10/28,2022/10/29,2022/10/30,2022/10/31
Mongolia,982864,982864,983004,983275,983334,983430,983515,983515,983515,983610,983778,983845,983896,983958,983958,983958,983988,984109,984144,984184,984253,984253,984253,984253,984477,984506,984614,984614,984614,984614,984823
Montenegro,280360,280488,280557,280715,280822,280913,281023,281114,281205,281268,281395,281497,281599,281694,281765,281835,281890,281979,282052,282124,282185,282241,282282,282314,282403,282472,282549,282617,282676,282730,282764
Morocco,1264961,1264972,1264978,1265008,1265032,1265032,1265072,1265086,1265093,1265103,1265115,1265138,1265162,1265180,1265201,1265220,1265232,1265265,1265301,1265332,1265363,1265382,1265389,1265396,1265431,1265477,1265523,1265549,1265572,1265589,1265601
Mozambique,230312,230312,230312,230312,230312,230312,230312,230312,230312,230312,230370,230370,230370,230370,230370,230370,230370,230370,230370,230370,230370,230370,230370,230431,230431,230431,230431,230431,230431,230431,230475
Namibia,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169874,169253,169253,169874,169874,169874,169874,169253,169908,169908,169908,169908,169908,169908,169908
Nauru,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611,4611
Nepal,999759,999759,999789,999829,999839,999849,999860,999866,999886,999911,999946,999991,1000036,1000078,1000123,1000151,1000191,1000233,1000275,1000325,1000373,1000416,1000455,1000495,1000509,1000523,1000526,1000538,1000541,1000550,1000556
Netherlands,8541285,8541285,8541287,8551775,8552993,8552993,8564596,8564596,8564596,8564596,8576672,8576717,8576717,8587757,8587757,8587757,8587789,8599430,8598636,8598636,8605638,8605638,8605638,8605652,8616266,8616365,8616365,8622874,8622874,8622874,8622874
New Zealand,1785945,1795894,1795894,1795894,1795894,1795895,1795895,1795895,1807072,1807072,1807072,1807074,1807074,1807074,1807074,1821362,1821362,1821362,1821362,1821363,1821363,1821363,1821363,1837707,1837707,1837707,1837707,1837707,1837707,1858163,1858163
Nicaragua,15070,15070,15070,15070,15092,15092,15092,15092,15092,15092,15092,15120,15120,15120,15120,15120,15120,15120,15145,15145,15145,15145,15145,15145,15145,15166,15166,15166,15166,15166,15166
Niger,9405,9405,9408,9411,9411,9411,9411,9411,9411,9411,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9425,9425,9425,9425,9425,9425,9425
Nigeria,265431,265431,265431,265505,265505,265741,265741,265816,265816,265816,265816,265816,265816,265816,265937,265937,265937,265937,265937,265937,265937,266043,266043,266043,266043,266043,266043,266043,266138,266138,266138
North Macedonia,342961,342961,343069,343143,343208,343263,343319,343319,343319,343391,343391,343462,343515,343585,343585,343585,343665,343722,343824,343800,343850,343850,343850,343916,343927,343964,344031,344075,344075,344075,344146
Norway,1462437,1462456,1462560,1462647,1462738,1462817,1462908,1462945,1462971,1463093,1463170,1463252,1463324,1463397,1463438,1463464,1463571,1463668,1463751,1463839,1463927,1463958,1463998,1464124,1464236,1464381,1464520,1464651,1464715,1464752,1464946
Oman,398424,398424,398424,398424,398424,398424,398424,398424,398424,398424,398424,398424,398424,398424,398424,398424,398424,398424,398660,398660,398660,398660,398660,398660,398775,398775,398775,398775,398775,398775,398775
Pakistan,1572598,1572598,1572598,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1572778,1573922,1573922,1573922,1573922,1574094
Palau,5460,5460,5460,5460,5460,5460,5460,5481,5481,5481,5481,5481,5481,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5509,5509,5509,5509,5513,5513,5513
Panama,986866,986866,987613,987613,987613,987613,987613,987613,987613,988280,988280,988280,988280,988280,988280,988280,988280,989005,989005,989005,989005,989005,989005,989005,989608,989608,989608,989608,989608,989608,990413
Papua New Guinea,44997,44997,45010,45010,45010,45067,45091,45091,45091,45133,45146,45146,45170,45199,45199,45199,45264,45264,45264,45313,45328,45328,45328,45328,45365,45393,45393,45393,45393,45393,45465
Paraguay,716543,716543,716543,716543,716543,716543,717039,717039,717039,717039,717039,717039,717039,717260,717260,717260,717260,717260,717260,717260,717628,717628,717628,717628,717628,717628,717628,717955,717955,717955,717955
Peru,4145048,4145301,4145449,4146000,4146000,4147822,4148161,4148457,4148587,4148691,4149079,4149440,4149823,4150121,4150544,4150737,4150832,4151044,4151414,4151705,4152019,4152284,4152499,4152580,4152804,4153605,4153919,4154336,4155286,4156078,4156924
Philippines,3951766,3953886,3955758,3957112,3958786,3961349,3963666,3965865,3967861,3969987,3971455,3973091,3975884,3978354,3980629,3982965,3984815,3986028,3987316,3989556,3991441,3993148,3994634,3995967,3996818,3997941,3999226,4000783,4002080,4003459,4004465
Poland,6297123,6297431,6297656,6302275,6305467,6308347,6310973,6314705,6315166,6315552,6318840,6321200,6323108,6324853,6326446,6326748,6327033,6329293,6330904,6332422,6333591,6334706,6334887,6335060,6336534,6337557,6338531,6339321,6340127,6340285,6340435
Portugal,5493540,5493540,5498126,5499469,5500613,5501103,5501103,5501103,5501103,5502208,5505654,5506988,5508231,5509424,5509424,5509424,5509424,5509424,5509424,5509424,5509424,5509424,5509424,5509424,5517061,5518155,5518155,5518155,5518155,5520731,5520731
Qatar,451675,452533,453496,454244,455021,455714,456371,456819,457552,458391,459122,459798,460449,460970,460970,461980,462716,463328,463888,464385,464820,465130,465616,466145,466626,467092,467574,467980,468302,468737,469267
Romania,3269497,3269941,3270591,3272010,3273069,3273914,3274607,3275276,3275276,3276020,3277020,3277831,3278510,3279145,3279623,3279860,3280165,3281047,3281666,3282224,3282751,3283147,3283353,3283658,3284350,3284916,3285394,3285833,3286185,3286394,3286735
Russia,20717823,20747599,20771538,20793041,20816640,20839504,20861561,20881937,20900611,20916112,20929929,20945428,20960802,20975381,20988638,21000908,21011201,21020607,21031202,21041184,21050850,21060091,21068678,21075901,21082412,21089873,21097662,21105179,21112216,21118937,21124658
Rwanda,132501,132503,132504,132504,132507,132508,132508,132511,132512,132518,132523,132523,132525,132526,132526,132528,132530,132530,132533,132533,132533,132533,132533,132556,132556,132556,132556,132556,132556,132584,132584
Saint Kitts and Nevis,6544,6544,6544,6545,6545,6545,6545,6545,6545,6545,6546,6546,6546,6547,6547,6547,6547,6547,6547,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548
Saint Lucia,29408,29408,29408,29517,29517,29517,29517,29550,29550,29550,29550,29550,29550,29550,29550,29550,29550,29550,29550,29550,29550,29550,29550,29550,29636,29636,29639,29639,29639,29639,29639
Saint Vincent and the Grenadines,9448,9448,9448,9448,9448,9448,9448,9448,9448,9448,9448,9448,9448,9450,9450,9450,9450,9450,9452,9452,9452,9452,9452,9452,9452,9457,9457,9457,9457,9457,9457
Samoa,15925,15941,15941,15941,15941,15942,15942,15942,15942,15942,15942,15942,15942,15942,15942,15942,15942,15942,15946,15946,15946,15946,15946,15946,15946,15946,15946,15946,15946,15946,15946
San Marino,20793,20793,20828,20892,20920,20957,21002,21002,21002,21053,21134,21178,21201,21245,21245,21245,21291,21363,21400,21400,21452,21452,21452,21473,21526,21544,21565,21584,21584,21584,21604
Sao Tome and Principe,6230,6230,6230,6230,6236,6236,6236,6236,6236,6252,6252,6252,6252,6252,6252,6252,6252,6263,6263,6263,6263,6263,6263,6263,6263,6266,6266,6266,6266,6266,6266
Saudi Arabia,816575,816664,816820,816975,817127,817264,817403,817490,817612,817838,818033,818236,818427,818592,818592,818837,819083,819323,819570,819811,820027,820156,820334,820644,820920,821246,821540,821777,821937,822132,822459
Senegal,88398,88398,88408,88408,88462,88477,88477,88506,88506,88506,88544,88544,88555,88555,88555,88555,88630,88630,88630,88630,88630,88630,88630,88679,88679,88679,88679,88679,88679,88679,88679
Serbia,2363388,2364814,2367015,2369245,2371474,2373346,2375224,2376699,2377762,2379620,2381680,2383411,2385062,2386508,2387682,2388554,2389987,2391427,2392745,2393928,2394984,2395887,2396512,2397685,2398900,2400037,2400037,2401945,2402754,2403249,2404112
Seychelles,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,47141,48183,49035,49035,49035,49035,49035,49035,49035
Sierra Leone,7751,7751,7751,7751,7751,7751,7751,7751,7751,7751,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7754,7754,7754,7754,7754
Singapore,1911417,1914280,1916993,1924139,1930062,1936270,1942204,1948402,1953197,1957916,1969648,1979259,1988760,1997847,2005884,2012065,2017261,2029195,2037947,2046123,2053370,2059709,2064163,2067790,2070784,2080341,2086588,2091889,2096520,2099760,2102372
Slovakia,2626218,2626595,2626750,2627964,2629146,2630134,2631043,2631965,2632299,2632434,2633464,2634435,2635303,2635955,2636652,2636880,2637041,2637967,2638637,2639268,2639764,2640305,2640491,2640612,2641225,2641696,2642129,2642518,2642968,2643113,2643182
Slovenia,1185918,1186809,1187592,1191573,1194561,1197150,1199381,1201767,1202548,1203345,1207041,1209326,1211499,1213305,1215166,1215720,1216276,1219095,1220889,1222557,1223928,1225251,1225660,1226109,1228217,1229711,1230970,1231922,1232864,1233155,1233482
Solomon Islands,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544
Somalia,27214,27214,27216,27216,27216,27216,27216,27216,27216,27223,27223,27223,27223,27223,27223,27223,27223,27223,27223,27225,27225,27225,27225,27225,27225,27237,27237,27237,27237,27237,27237
South Africa,4019077,4019077,4019077,4019800,4020142,4020429,4020788,4020788,4021252,4021386,4021746,4022107,4022577,4022973,4023358,4023358,4023732,4024129,4024553,4024959,4025375,4025375,4025375,4026068,4026437,4026786,4027157,4027567,4027744,4028160,4028308
South Sudan,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823
Spain,13422984,13422984,13422984,13431098,13431098,13431098,13441941,13441941,13441941,13441941,13441941,13441941,13441941,13462593,13462593,13462593,13462593,13462593,13462593,13462593,13486386,13486386,13486386,13488015,13488015,13488015,13488015,13511768,13511768,13511768,13511768
Sri Lanka,670780,670790,670805,670813,670820,670838,670844,670857,670869,670873,670884,670896,670899,670899,670918,670921,670929,670942,670952,670966,670977,670989,670994,671003,671015,671030,671037,671051,671051,671070,671087
Sudan,63285,63285,63285,63285,63285,63339,63339,63339,63339,63344,63344,63375,63375,63375,63375,63375,63449,63449,63449,63449,63449,63449,63449,63449,63449,63473,63473,63473,63473,63473,63481
Summer Olympics 2020,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865
Suriname,81106,81106,81106,81114,81114,81114,81114,81114,81114,81114,81131,81131,81131,81131,81131,81131,81131,81158,81158,81158,81158,81158,81158,81158,81185,81185,81185,81185,81185,81185,81185
Sweden,2588441,2588441,2588441,2588441,2588441,2601153,2601153,2601153,2601153,2601153,2601153,2601153,2604866,2604866,2604866,2604866,2604866,2604866,2604866,2608289,2608289,2608289,2608289,2608289,2608289,2608289,2611580,2611580,2611580,2611580,2611580
Switzerland,4103959,4103959,4103959,4129096,4129096,4129096,4129096,4129096,4129096,4129096,4164685,4164685,4164685,4164685,4164685,4164685,4164685,4164685,4164685,4201711,4201711,4201711,4201711,4201711,4232022,4232022,4232022,4232022,4232022,4232022,4232022
Syria,57307,57309,57313,57314,57319,57320,57321,57321,57321,57325,57326,57329,57331,57332,57332,57334,57337,57338,57340,57344,57344,57344,57344,57348,57353,57354,57356,57357,57357,57357,57360
Taiwan*,6504422,6547708,6581117,6630642,6685516,6731939,6782664,6826989,6871538,6903610,6945018,6997376,7050750,7098970,7142418,7183912,7212738,7257592,7302188,7341966,7379205,7414829,7450158,7476478,7515630,7555884,7591541,7626103,7658580,7690110,7712726
Tajikistan,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786
Tanzania,39440,39440,39440,39440,39513,39513,39513,39513,39513,39513,39513,39679,39679,39679,39679,39679,39679,39679,39679,39679,39679,39679,39679,39804,39804,39804,39804,39804,39804,39804,39920
Thailand,4682132,4682132,4682132,4682132,4682132,4682132,4682132,4682132,4682132,4685047,4685047,4685047,4685047,4685047,4687281,4687281,4687281,4687281,4687281,4687281,4687281,4687281,4689897,4689897,4689897,4689897,4689897,4689897,4689897,4692448,4692448
Timor-Leste,23257,23257,23257,23257,23257,23266,23268,23268,23268,23272,23272,23275,23275,23276,23276,23276,23288,23288,23291,23292,23297,23297,23297,23300,23300,23300,23300,23300,23300,23300,23301
Togo,39060,39086,39105,39116,39159,39159,39169,39169,39189,39199,39219,39219,39230,39235,39243,39252,39256,39261,39261,39261,39275,39278,39284,39284,39289,39293,39293,39294,39295,39298,39299
Tonga,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182
Trinidad and Tobago,183181,183181,183181,183181,183181,183824,183824,183824,183824,183824,183824,183824,184261,184261,184261,184261,184261,184261,184524,184524,184524,184524,184524,184524,184713,184713,184713,184713,184713,184713,184713
Tunisia,1145686,1145686,1145686,1145829,1145829,1145829,1145829,1145829,1145829,1145829,1145930,1145930,1145930,1145930,1145930,1145930,1145930,1146044,1146044,1146044,1146044,1146044,1146044,1146044,1146152,1146152,1146152,1146152,1146152,1146152,1146152
Turkey,16873793,16873793,16873793,16873793,16873793,16873793,16873793,16873793,16896522,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638,16919638
Tuvalu,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,23,23,23,23,23,23,23
US,96369724,96375608,96417095,96472453,96543831,96604796,96663130,96670971,96676610,96699681,96760525,96825225,96888844,96915918,96922004,96928820,96967772,97011435,97072134,97129565,97175689,97181178,97189814,97229198,97273000,97344540,97403880,97434321,97443447,97446879,97491846
Uganda,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169473
Ukraine,5478336,5478645,5478864,5479048,5479206,5479387,5479598,5479793,5479938,5480098,5480251,5480392,5480495,5480652,5480779,5480863,5560188,5583170,5583231,5583316,5583411,5583518,5583603,5583709,5600684,5600741,5600801,5600890,5600960,5601042,5601102
United Arab Emirates,1028333,1028333,1028717,1029082,1029426,1029803,1030146,1030478,1030837,1031179,1031500,1031837,1032177,1032522,1032522,1032844,1033158,1033458,1033770,1034120,1034462,1034784,1035096,1035430,1035748,1036047,1036360,1036693,1037023,1037347,1037636
United Kingdom,23893496,23893496,23893497,23893624,23894259,23956680,23957310,23957310,23957310,23957310,23957457,23957748,24021294,24021696,24021696,24021696,24021790,24021796,24021973,24078702,24079325,24079325,24079325,24079344,24079393,24079679,24122642,24122909,24122909,24122909,24122922
Uruguay,985422,985422,986446,986446,986446,986446,986446,986446,986446,986446,987563,987563,987563,987563,987563,987563,988527,988527,988527,988527,988527,988527,988527,989629,989629,989629,989629,989629,989629,989629,990560
Uzbekistan,244218,244218,244245,244257,244275,244285,244296,244296,244296,244334,244337,244350,244361,244382,244382,244382,244421,244421,244424,244436,244450,244450,244450,244500,244504,244523,244551,244572,244572,244572,244648
Vanuatu,11950,11950,11974,11974,11974,11974,11974,11974,11974,11976,11976,11976,11976,11976,11976,11976,11976,11976,11976,11976,11976,11976,11976,11976,11981,11981,11981,11981,11981,11981,11981
Venezuela,544860,544874,544884,544884,544907,544921,544921,544950,544950,544964,544966,545013,545159,545193,545231,545323,545323,545377,545469,545469,545523,545523,545593,545616,545616,545665,545777,545777,545839,545878,545899
Vietnam,11480028,11480518,11481314,11482334,11483529,11484659,11485361,11486043,11486414,11487459,11488685,11489881,11490951,11491541,11492273,11492598,11493271,11493894,11495231,11495772,11496354,11496829,11496987,11497533,11498047,11498873,11499357,11501906,11502169,11502474,11502885
West Bank and Gaza,702768,702768,702768,702768,702804,702804,702804,702804,702804,702804,702804,702804,702804,702804,702804,702804,702804,702804,702804,702804,702804,702804,702804,703014,703014,703014,703014,703014,703014,703014,703036
Winter Olympics 2022,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535
Yemen,11935,11935,11935,11935,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939,11939
Zambia,333549,333549,333555,333555,333555,333555,333555,333555,333555,333624,333624,333624,333624,333624,333624,333624,333644,333644,333644,333644,333644,333644,333644,333644,333644,333644,333674,333674,333674,333681,333681
Zimbabwe,257465,257517,257538,257568,257568,257655,257655,257655,257655,257749,257749,257798,257827,257827,257827,257893,257893,257893,257893,257893,257893,257893,257893,257893,257893,257893,257893,257893,257893,257893,257893
