Country_Region,2022/07/01,2022/07/02,2022/07/03,2022/07/04,2022/07/05,2022/07/06,2022/07/07,2022/07/08,2022/07/09,2022/07/10,2022/07/11,2022/07/12,2022/07/13,2022/07/14,2022/07/15,2022/07/16,2022/07/17,2022/07/18,2022/07/19,2022/07/20,2022/07/21,2022/07/22,2022/07/23,2022/07/24,2022/07/25,2022/07/26,2022/07/27,2022/07/28,2022/07/29,2022/07/30,2022/07/31
Canada,3963763,3967805,3968731,3969063,3975062,3976097,3984864,3988430,3989890,3990961,3991994,3995331,4000304,4018403,4024060,4026044,4026044,4026069,4036848,4040958,4051382,4059876,4061530,4062808,4064084,4071469,4074977,4084973,4090442,4091778,4092722
Central African Republic,14649,14649,14649,14649,14675,14675,14675,14675,14675,14675,14675,14712,14712,14712,14712,14712,14712,14712,14712,14712,14712,14712,14712,14712,14712,14712,14712,14764,14764,14764,14764
Chad,7425,7425,7425,7426,7426,7426,7426,7426,7426,7426,7427,7427,7427,7427,7427,7427,7427,7430,7430,7430,7430,7430,7430,7430,7432,7432,7432,7432,7432,7432,7432
Chile,4002538,4013903,4023697,4030267,4035379,4044611,4055693,4065878,4075533,4084308,4090523,4095096,4103590,4113288,4122401,4130232,4137152,4141778,4145452,4152475,4161478,4169554,4177517,4185247,4191347,4195780,4204824,4214769,4224361,4233549,4241546
China,2137169,2139919,2142216,2144566,2147330,2150503,2153986,2157433,2160884,2164305,2167619,2170811,2174317,2178366,2182488,2186813,2190992,2195056,2198945,2203789,2209013,2214254,2219264,2224482,2229362,2234541,2240160,2245156,2250565,2255689,2260777
Colombia,6175181,6175181,6175181,6175181,6175181,6175181,6198848,6198848,6198848,6198848,6198848,6198848,6198848,6223497,6223497,6223497,6223497,6223497,6223497,6223497,6247634,6247634,6247634,6247634,6247634,6247634,6247634,6265798,6265798,6265798,6265798
Comoros,8139,8139,8139,8161,8161,8161,8161,8161,8161,8161,8161,8209,8209,8209,8209,8209,8209,8209,8270,8270,8270,8270,8270,8270,8270,8301,8301,8306,8315,8315,8315
Congo (Brazzaville),24128,24128,24128,24128,24128,24128,24421,24421,24421,24421,24421,24421,24421,24421,24604,24604,24604,24604,24604,24604,24604,24604,24604,24604,24604,24604,24604,24604,24775,24775,24775
Congo (Kinshasa),91393,91393,91393,91393,91393,91393,91393,91393,91393,91393,91737,91737,91737,91737,91737,91737,91737,91737,91928,91928,91928,91928,91928,91928,91928,92173,92173,92173,92173,92173,92173
Costa Rica,904934,904934,904934,904934,904934,904934,904934,904934,904934,904934,904934,904934,904934,904934,904934,904934,904934,904934,904934,960340,960340,960340,989213,989213,989213,1028375,1028375,1028375,1028375,1028375,1028375
Cote d'Ivoire,83571,83637,83659,83679,83729,83823,83896,83979,84042,84079,84084,84165,84248,84347,84451,84501,84583,84616,84658,84742,84845,84889,84950,84982,84998,85055,85055,85055,85253,85306,85306
Croatia,1149575,1150653,1151466,1151523,1152335,1154129,1155583,1156932,1158420,1159177,1159241,1160253,1162061,1163824,1165478,1167132,1168111,1168191,1169342,1171581,1173374,1174865,1176519,1177595,1177692,1178958,1180857,1182836,1184303,1185799,1186739
Cuba,1106045,1106087,1106124,1106167,1106203,1106240,1106283,1106327,1106365,1106422,1106459,1106490,1106553,1106602,1106666,1106730,1106798,1106879,1106930,1107005,1107100,1107197,1107311,1107407,1107510,1107610,1107708,1107800,1107888,1107985,1108094
Cyprus,515596,515596,515596,515596,515596,515596,515596,530510,530510,530510,530510,530510,530510,530510,545896,545896,545896,545896,545896,545896,545896,556048,556048,556048,556048,556048,556048,556048,562911,562911,562911
Czechia,4202797,4203510,4203782,4205113,4206028,4206375,4207929,4210311,4210887,4211611,4213838,4214511,4219131,4221495,4224439,4225794,4226056,4229211,4233426,4237282,4241008,4244833,4244833,4246770,4247533,4256055,4260225,4263854,4264743,4269212,4269766
Denmark,3220185,3220185,3220185,3224120,3227021,3229795,3232467,3234881,3234881,3234881,3240466,3243423,3245928,3248426,3250368,3250368,3250368,3255936,3258821,3261046,3263162,3265047,3265047,3265047,3265047,3271537,3273346,3274920,3276295,3276295,3276295
Diamond Princess,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712
Djibouti,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690,15690
Dominica,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852,14852
Dominican Republic,608176,608176,608176,611581,612548,613628,614707,616024,616024,616024,618873,619501,620237,621047,621047,621047,621047,622432,623105,624167,624167,625156,625156,625156,626611,626611,626611,627460,628213,628213,628213
Ecuador,909882,909882,909882,913798,915679,915679,915679,918479,918479,918479,922166,922398,927700,927700,927700,927700,927700,935211,936227,940179,946487,946487,946487,946487,955583,955583,955583,961345,961345,961345,961345
Egypt,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645,515645
El Salvador,169646,169646,169646,169646,169646,169646,169646,180970,180970,180970,180970,180970,180970,180970,180970,180970,180970,180970,180970,180970,180970,180970,180970,180970,180970,180970,190818,190818,190818,190818,190818
Equatorial Guinea,16087,16087,16087,16114,16191,16191,16191,16383,16383,16383,16467,16504,16504,16504,16584,16584,16584,16621,16621,16654,16654,16654,16654,16654,16704,16704,16708,16708,16723,16723,16723
Eritrea,9801,9801,9801,9805,9810,9811,9811,9811,9824,9824,9827,9827,9844,9852,9852,9864,9878,9882,9892,9898,9907,9916,9928,9928,9944,9966,9980,9995,10014,10032,10045
Estonia,580114,580114,580114,580114,581560,581560,581560,581560,581560,581560,581560,585143,585143,585143,585143,585143,585143,585143,584373,584373,584373,584373,584373,584373,584373,586399,586399,586399,586399,586399,586399
Eswatini,73131,73133,73136,73148,73155,73177,73185,73205,73213,73215,73219,73227,73229,73230,73235,73242,73242,73243,73245,73247,73247,73250,73253,73256,73259,73267,73267,73273,73274,73279,73280
Ethiopia,489005,489255,489341,489502,489656,489846,490031,490182,490296,490370,490486,490557,490695,490816,490925,491031,491086,491086,491285,491409,491508,491642,491729,491759,491834,491917,491979,492046,492125,492194,492237
Fiji,65713,65713,65713,65889,65889,65889,66126,66126,66126,66126,66405,66405,66405,66713,66713,66713,66713,66975,66975,66975,67191,67191,67191,67191,67356,67356,67356,67549,67549,67549,67549
Finland,1145610,1145610,1145610,1145610,1145610,1145610,1158485,1158485,1158485,1158485,1158485,1158485,1158485,1171034,1171034,1171034,1171034,1171034,1171034,1171034,1171034,1171034,1171034,1171034,1171034,1171034,1171034,1171034,1171034,1171034,1171034
France,31410383,31410383,31410383,31653749,31861391,32016207,32177472,32318670,32318670,32318670,32570121,32753754,32881645,32881645,32881809,32881809,32881809,33239622,33375449,33465759,33546628,33621366,33621366,33621366,33751295,33840851,33899799,33951450,33997224,33997224,33997224
Gabon,47939,47939,47939,47939,47939,47939,47939,47939,48157,48157,48157,48157,48157,48157,48289,48289,48289,48289,48289,48289,48289,48289,48417,48417,48417,48417,48417,48511,48511,48511,48511
Gambia,12002,12002,12002,12002,12002,12009,12009,12009,12009,12009,12009,12009,12009,12009,12009,12009,12009,12009,12028,12028,12028,12028,12028,12028,12028,12078,12078,12078,12078,12078,12078
Georgia,1660429,1660429,1660429,1660429,1662299,1662299,1662299,1662299,1662299,1662299,1662299,1662299,1662299,1667453,1667453,1667453,1667453,1667453,1667453,1667453,1675265,1675265,1675265,1675265,1675265,1675265,1686218,1686218,1686218,1686218,1686218
Germany,28293960,28293960,28293960,28394995,28542484,28673212,28808614,28926346,28926346,28926346,29025760,29180489,29308100,29460249,29569943,29569943,29569943,29692989,29853680,29994679,30131303,30239122,30239122,30239122,30331133,30476605,30598385,30702511,30787309,30787309,30787309
Ghana,166133,166133,166397,166546,166546,166546,166816,166816,166816,166816,166816,167215,167215,167215,167215,167215,167215,167215,167215,167215,167215,167215,167215,167215,167215,167215,167215,168007,168007,168007,168007
Greece,3692371,3708210,3719839,3729199,3755074,3774377,3792674,3811622,3829836,3843142,3843142,3843142,3843142,3843142,3843142,3843142,3843142,3843142,4210771,4210771,4210771,4210771,4210771,4210771,4210771,4210771,4349423,4349423,4349423,4349423,4349423
Grenada,18376,18376,18376,18376,18475,18475,18475,18531,18531,18560,18560,18560,18592,18592,18640,18655,18655,18655,18694,18694,18720,18720,18720,18720,18720,18768,18768,18786,18786,18786,18786
Guatemala,915321,918797,920294,921146,922340,927473,933259,939300,944993,947472,948749,955370,963117,970621,977539,982808,984477,985245,991257,997980,1004311,1010612,1015257,1016666,1017542,1022891,1027805,1027805,1037751,1041274,1042376
Guinea,37123,37123,37123,37123,37123,37123,37358,37358,37358,37358,37358,37358,37358,37358,37358,37358,37358,37358,37358,37358,37358,37358,37358,37358,37358,37358,37358,37358,37408,37408,37408
Guinea-Bissau,8369,8369,8369,8369,8369,8391,8396,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8412,8412,8412,8412,8412,8412
Guyana,67472,67591,67615,67657,67699,67843,67929,68020,68162,68194,68225,68409,68500,68627,68730,68867,68913,68972,69058,69172,69252,69332,69413,69447,69468,69547,69620,69676,69745,69792,69807
Haiti,31703,31767,31795,31843,31884,31908,31931,31980,31980,31980,31980,32103,32103,32131,32145,32155,32178,32197,32223,32223,32223,32223,32223,32263,32263,32272,32285,32296,32314,32361,32405
Holy See,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
Honduras,427718,427718,427718,427718,427718,427718,427718,429408,429408,429408,429848,430672,430672,430672,430672,430672,430672,432139,432139,434796,434796,436210,436210,436210,436210,436210,438050,438050,439901,439901,439901
Hungary,1928125,1928125,1928125,1928125,1928125,1932788,1932788,1932788,1932788,1932788,1932788,1932788,1940824,1940824,1940824,1940824,1940824,1940824,1940824,1951079,1951079,1951079,1951079,1951079,1951079,1951079,1965481,1965481,1965481,1965481,1965481
Iceland,195259,195259,195259,195259,196527,196527,196527,197707,197707,197707,197707,198721,198721,198721,199611,199611,199611,199611,200397,200397,200397,201082,201082,201082,201082,201648,201648,201648,202157,202157,202157
India,43486326,43502429,43518564,43531650,43547809,43566739,43585554,43604394,43622651,43639329,43652944,43669850,43689989,43710027,43730071,43750599,43767534,43783062,43801678,43824728,43847065,43868476,43888755,43905621,43920451,43938764,43959321,43979730,44000138,44019811,44036275
Indonesia,6090509,6092303,6093917,6095351,6097928,6100671,6103552,6106024,6108729,6111305,6112986,6116347,6120169,6123753,6127084,6131413,6134953,6138346,6143431,6149084,6154494,6159328,6164271,6168342,6172390,6178873,6185311,6191664,6197495,6202893,6207098
Iran,7238589,7238840,7239557,7240564,7241648,7242919,7244694,7246707,7247601,7249976,7251429,7255017,7260017,7265251,7270023,7272727,7278478,7284165,7289542,7296635,7304550,7312401,7319322,7328153,7337928,7348963,7359489,7368945,7376794,7381299,7391026
Iraq,2351614,2353900,2356264,2359755,2364453,2369272,2374046,2379077,2383094,2385477,2388414,2390684,2393726,2396707,2399795,2402311,2405186,2409641,2413472,2417719,2421716,2425731,2427884,2429833,2432786,2435440,2438101,2440414,2442499,2443772,2444798
Ireland,1600614,1600614,1600614,1600614,1600614,1614631,1614631,1614631,1614631,1614631,1614631,1614631,1628745,1628745,1628745,1628745,1628745,1628745,1628745,1639459,1639459,1639459,1639459,1639459,1639459,1639459,1644166,1644166,1644166,1644166,1644166
Israel,4360719,4368399,4377578,4391275,4404214,4415063,4425323,4435991,4442277,4449647,4462295,4472115,4482086,4489387,4498027,4498027,4508457,4518507,4525442,4531681,4537898,4543885,4547404,4551137,4557774,4563764,4567884,4571917,4576191,4578494,4582056
Italy,18610011,18695954,18768871,18805756,18938771,19048788,19157174,19259037,19357938,19439501,19523262,19667320,19778911,19887543,19985479,20076863,20145859,20177910,20299013,20385814,20467349,20539016,20608190,20660065,20684182,20772833,20837233,20898059,20952476,21002773,21040025
Jamaica,142912,143097,143240,143347,143408,143408,143476,143610,143865,143982,144092,144138,144213,144349,144489,144617,144767,144881,144932,144997,145157,145345,145497,145633,145738,145803,145803,145983,146114,146241,146372
Japan,9355427,9380327,9403613,9420398,9456631,9502425,9550392,9600360,9655344,9709429,9746584,9822578,9917058,10014835,10118147,10228794,10334366,10410516,10477208,10629729,10815963,11011053,11211985,11388477,11514977,11711379,11920979,12154082,12375380,12597610,12795382
Jordan,1699197,1699197,1700526,1700526,1700526,1700526,1700526,1700526,1700526,1700526,1700526,1702661,1702661,1702661,1702661,1702661,1702661,1705116,1705116,1705116,1705116,1705116,1705116,1705116,1709879,1709879,1709879,1709879,1709879,1709879,1709879
Kazakhstan,1396044,1396044,1396425,1396425,1396584,1397138,1397478,1397812,1398235,1398718,1399173,1399656,1400476,1401600,1402871,1404346,1407386,1407386,1411836,1410812,1413079,1415572,1418241,1422966,1422966,1427536,1427536,1433859,1433859,1433859,1439725
Kenya,333952,334249,334249,334551,334800,335092,335341,335569,335773,335861,335929,336053,336292,336445,336578,336690,336740,336798,336904,337005,337085,337161,337242,337297,337339,337389,337456,337500,337550,337599,337622
Kiribati,3236,3236,3236,3236,3236,3236,3236,3236,3236,3236,3236,3236,3236,3236,3236,3236,3236,3236,3236,3236,3348,3348,3348,3430,3430,3430,3430,3430,3430,3430,3430
"Korea, North",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Korea, South",18379552,18389611,18395864,18413997,18433359,18451862,18471172,18491435,18511845,18524538,18561861,18602109,18641278,18680142,18721415,18761757,18788056,18861593,18937971,19009080,19077659,19146180,19211613,19247496,19346764,19446946,19535242,19620517,19702461,19776050,19820739
Kosovo,229366,229571,229571,229841,230054,230395,230653,231060,231060,231742,231852,232027,232790,233661,234880,235964,236816,237431,238273,240066,241506,242896,244297,245275,245857,247044,248897,250500,251980,253312,254230
Kuwait,644451,644451,644451,644451,646098,646098,646098,646098,646098,648216,648216,648216,648216,648216,648216,648216,648216,648216,648216,648216,648216,652541,653020,653020,653020,653730,653730,653730,653730,653730,653730
Kyrgyzstan,201053,201053,201053,201101,201101,201101,201101,201131,201131,201131,201215,201243,201282,201329,201414,201414,201414,201704,201704,201704,201704,201704,201704,201704,201832,202685,202685,202685,202685,202685,202685
Laos,210297,210306,210307,210313,210324,210331,210341,210348,210348,210366,210375,210386,210401,210433,210462,210510,210528,210546,210592,210638,210676,210719,210766,210789,210815,210877,210963,211052,211135,211192,211239
Latvia,836259,836259,836259,837182,837872,838557,839251,839846,839846,839846,841132,842127,843035,844142,844980,844980,844980,846530,847709,849802,851433,852683,852683,852683,855249,856617,858728,860303,861724,861724,861724
Lebanon,1113519,1114814,1115719,1116798,1117540,1119461,1121054,1121054,1121054,1125720,1125720,1126411,1126411,1129660,1135565,1138458,1140794,1142644,1144149,1147581,1150424,1153070,1155660,1157682,1159629,1161100,1164395,1167040,1169584,1172269,1173871
Lesotho,33938,33938,33938,33938,33938,33938,33938,33938,33938,33938,34040,34040,34040,34040,34040,34040,34040,34040,34040,34040,34040,34040,34040,34040,34040,34040,34040,34040,34040,34040,34040
Liberia,7497,7497,7497,7497,7500,7500,7500,7500,7500,7500,7502,7502,7502,7504,7504,7504,7504,7504,7505,7505,7508,7508,7508,7508,7508,7508,7508,7508,7538,7538,7538
Libya,502138,502138,502138,502189,502189,502189,502189,502189,502189,502189,502189,502289,502289,502289,502289,502289,502289,502642,502642,502642,502642,502642,502642,502642,503611,503611,503611,503611,503611,503611,503611
Liechtenstein,17935,17935,17935,17935,18032,18051,18077,18141,18141,18141,18141,18226,18257,18299,18335,18335,18335,18335,18425,18452,18468,18478,18478,18478,18571,18609,18642,18653,18678,18678,18678
Lithuania,1161568,1162060,1162126,1162184,1162831,1163443,1163529,1164273,1164952,1165053,1165105,1166108,1166944,1167750,1168585,1169489,1169600,1169673,1171034,1172186,1173330,1174481,1175704,1175891,1175998,1177827,1179372,1180648,1181995,1183300,1183422
Luxembourg,264571,264571,264571,265323,266904,267707,269086,270130,270130,270130,271049,272520,273401,274677,275512,275512,275512,276134,277350,277888,278975,279517,279517,279517,280088,280929,281271,281839,282252,282252,282252
MS Zaandam,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Madagascar,65381,65381,65787,65787,65787,65787,65787,65787,65787,66098,66098,66098,66098,66098,66098,66098,66289,66289,66289,66289,66289,66289,66289,66416,66416,66416,66416,66416,66416,66416,66491
Malawi,86534,86565,86576,86600,86626,86645,86658,86706,86706,86741,86750,86799,86823,86823,86900,86900,86931,86968,86968,87105,87156,87156,87156,87238,87250,87286,87323,87365,87395,87410,87410
Malaysia,4568828,4571355,4573891,4575809,4578741,4582302,4586322,4589911,4592710,4595974,4598391,4600736,4604670,4608768,4613998,4619045,4622981,4626061,4629963,4635648,4640235,4644115,4648931,4651651,4654951,4659710,4664213,4668139,4672999,4677270,4680053
Maldives,181586,181586,181586,182720,182720,182720,182720,182720,182720,182720,183491,183491,183491,183491,183491,183491,183491,183908,183908,183908,183908,183908,183908,183908,184302,184302,184302,184302,184302,184302,184302
Mali,31169,31171,31171,31176,31176,31181,31182,31184,31186,31187,31189,31192,31195,31196,31196,31198,31200,31203,31203,31205,31208,31208,31212,31216,31216,31217,31217,31221,31222,31222,31228
Malta,103836,104419,104919,105407,106068,106682,107306,107812,108283,108688,109043,109493,109911,110191,110501,110743,110967,111149,111410,111629,111833,111983,112089,112217,112295,112436,112533,112631,112719,112770,112828
Marshall Islands,18,26,26,32,32,32,45,45,47,47,47,47,47,49,49,49,49,49,49,58,59,59,59,59,59,59,59,59,59,64,64
Mauritania,59970,60127,60252,60368,60489,60685,60864,61024,61024,61234,61296,61403,61543,61640,61763,61865,61921,61970,62032,62108,62185,62233,62280,62313,62350,62402,62457,62501,62540,62556,62572
Mauritius,231036,231036,231036,231036,231036,231036,231036,231036,231036,231036,233082,233082,233082,233082,233082,233082,233082,236651,236651,236651,236651,236651,236651,236651,241165,241165,241165,244850,244850,244850,244850
Mexico,6058689,6058689,6089600,6093835,6121808,6152924,6185219,6185219,6249983,6259325,6265311,6301645,6338991,6373876,6408443,6439616,6448477,6448477,6488358,6523019,6556679,6588854,6617393,6624310,6628541,6628541,6686954,6686954,6711847,6711847,6711847
Micronesia,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,82,82,158,158,1012,1261,2072,2769,3526,4321,4321,4321
Moldova,520321,520321,520321,520321,520321,521182,521182,521182,521182,521182,521182,521182,523034,523034,523034,523034,523034,523034,523034,526394,526394,526394,526394,526394,526394,532187,532187,532187,532187,532187,532187
Monaco,13047,13100,13100,13100,13197,13267,13358,13414,13480,13480,13480,13576,13645,13696,13739,13739,13739,13779,13845,13887,13914,13964,13964,13964,13964,13995,14014,14037,14059,14059,14059
Mongolia,928878,928981,928981,928981,928981,929311,929543,929653,929653,929653,929653,929653,930327,930418,930677,930677,930677,930677,932058,933241,934357,934357,934357,934357,937971,937971,939010,942186,943690,943690,943690
Montenegro,240472,240743,241003,241190,241623,241850,242333,242705,243076,243476,243768,244337,244903,245369,245896,246589,247179,247609,248535,249304,250173,251066,252016,252727,253365,254578,255580,256524,257546,258533,259349
Morocco,1220279,1223585,1225305,1226246,1230095,1233138,1235920,1238371,1240847,1241967,1242241,1242828,1244892,1246835,1248856,1250510,1251297,1251766,1253341,1254550,1255681,1256523,1257320,1257764,1258018,1258761,1259420,1259974,1260405,1260759,1260978
Mozambique,228022,228130,228183,228226,228317,228404,228479,228562,228639,228677,228679,228769,228840,228887,228972,229020,229038,229077,229117,229160,229252,229285,229351,229375,229387,229411,229443,229483,229524,229564,229580
Namibia,169203,169203,169230,169247,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253,169253
Nauru,3394,3571,3970,4120,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4381,4395,4395,4402,4402,4402,4402,4402,4405,4407,4407,4407,4407,4407
